write_millis,ecu_millis,breakout_millis,gps_millis,imu_millis,accel_millis,analogx1_millis,analogx2_millis,analogx3_millis,thermo_millis,rpm,time,syncloss_count,syncloss_code,lat,lon,elev,unixtime,ground_speed,afr,fuelload,spark_advance,baro,map,mat,clnt_temp,tps,batt,oil_press,ltcl_timing,ve1,ve2,egt,maf,in_temp,ax,ay,az,imu_x,imu_y,imu_z,susp_pot_1_FL,susp_pot_2_FR,susp_pot_4_RL,susp_pot_3_RR,oil_temp,amb_air_temp,brake1,brake2,rad_in,rad_out,steering,thermo_1,thermo_2,thermo_3,thermo_4
3364,0,0,3032,3329,3329,3329,3329,3329,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,-0.208,-9.79,0.136,-0.055,0.125,0,0,0.22882290987511913,0.800880184562917,0.475,0,-625,-625,252.61489465948063,255.120350986593,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3388,0,0,3032,3353,3353,3353,3353,3353,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,-0.208,-9.775,-0.038,-0.014,-0.012,0,0,0.23822659110286376,0.800880184562917,0.478,0,-625,-625,251.08378245957863,254.00681484120975,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3412,0,0,3032,3377,3377,3377,3377,3377,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-0.215,-9.739,0.004,0,-0.04,0,0,0.24292843171673606,0.800880184562917,0.483,0,-625,-625,249.83105429602244,252.75408667765356,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3439,0,0,3032,3401,3401,3401,3401,3401,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,-0.244,-9.79,-0.051,-0.072,-0.008,0,0,0.24684663222829634,0.800880184562917,0.486,0,-625,-625,248.85671016881207,251.64055053227025,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3463,0,0,3032,3428,3428,3428,3428,3428,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,-0.229,-9.761,-0.01,-0.125,-0.042,0,0,0.24606299212598426,0.800880184562917,0.485,0,-625,-625,248.29994209612045,251.08378245957863,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3497,0,0,3032,3441,3441,3428,3428,3428,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-0.208,-9.797,0.031,0.004,0.012,0,0,0.24606299212598426,0.800880184562917,0.485,0,-625,-625,248.29994209612045,251.08378245957863,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3707,0,0,3032,3483,3483,3486,3486,3486,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,-0.136,-9.811,-0.059,0.021,-0.04,0,0,0.2178519484427504,0.800880184562917,0.446,0,-625,-625,250.52701438688695,253.17166273217225,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3735,0,0,3682,3693,3693,3696,3696,3696,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-0.186,-9.847,0.044,-0.019,-0.106,0,0,0.17945358342945986,0.800880184562917,0.42,0,-625,-625,256.9298472228408,258.87853547726155,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3763,0,0,3682,3722,3722,3724,3724,3724,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,-0.244,-9.811,0.014,-0.019,-0.159,0,0,0.20453006670344553,0.800880184562917,0.436,0,-625,-625,255.25954300476587,257.4866152955325,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3794,0,0,3682,3750,3750,3752,3752,3752,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,-0.136,-9.804,-0.068,0.063,0.042,0,0,0.2178519484427504,0.800880184562917,0.449,0,-625,-625,254.00681484120975,256.2338871319763,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3818,0,0,3682,3781,3781,3783,3783,3783,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,-0.287,-9.84,-0.017,0.006,-0.07,0,0,0.2217701489543107,0.800880184562917,0.453,0,-625,-625,253.03247071399937,255.3987350229388,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3853,0,0,3682,3796,3796,3783,3783,3783,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035,-0.114,-9.847,0.004,-0.017,0.151,0,0,0.2217701489543107,0.800880184562917,0.453,0,-625,-625,253.03247071399937,255.3987350229388,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
3880,0,0,3820,3831,3831,3820,3820,3820,0,0,0,0,0,0,0,0,2020-08-02T00:00:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.114,-9.811,0.006,-0.008,0.004,0,0,0.20061186619188529,0.800880184562917,0.426,0,-625,-625,254.28519887755556,257.06903924101374,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4089,0,0,3855,3866,3866,3869,3869,3869,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,-0.244,-9.804,-0.076,-0.102,0.023,0,0,0.2013955062941973,0.800880184562917,0.433,0,-625,-625,254.70277493207425,257.2082312591866,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4117,0,0,4064,4075,4075,4078,4078,4078,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,-0.186,-9.804,-0.01,0,0.021,0,0,0.17788630322483576,0.800880184562917,0.41,0,-625,-625,259.2961115317803,260.9664157498552,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4148,0,0,4064,4104,4104,4106,4106,4106,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,-0.222,-9.811,0,-0.04,0.091,0,0,0.20453006670344553,0.800880184562917,0.44,0,-625,-625,257.2082312591866,259.0177274954345,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4176,0,0,4064,4135,4135,4137,4137,4137,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,-0.208,-9.811,-0.019,0.053,0.091,0,0,0.21393374793119016,0.800880184562917,0.453,0,-625,-625,255.9555030956305,257.90419135005124,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4200,0,0,4064,4163,4163,4165,4165,4165,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,-0.158,-9.761,-0.019,0.006,-0.076,0,0,0.22333742915893479,0.800880184562917,0.462,0,-625,-625,254.56358291390137,256.65146318649505,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4227,0,0,4064,4178,4178,4165,4165,4165,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,-0.165,-9.761,-0.063,0.08,-0.006,0,0,0.22333742915893479,0.800880184562917,0.462,0,-625,-625,254.56358291390137,256.65146318649505,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4255,0,0,4202,4213,4213,4216,4216,4216,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,-0.222,-9.66,0.049,-0.021,0.046,0,0,0.20609734690806963,0.800880184562917,0.43,0,-625,-625,255.8163110774576,257.62580731370537,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4283,0,0,4202,4242,4242,4244,4244,4244,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,-0.179,-9.883,0.125,0.019,-0.002,0,0,0.2178519484427504,0.800880184562917,0.455,0,-625,-625,254.28519887755556,256.2338871319763,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4499,0,0,4202,4270,4270,4272,4272,4272,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,-0.258,-9.818,-0.059,0.027,-0.076,0,0,0.22568834946587094,0.800880184562917,0.464,0,-625,-625,253.03247071399937,255.3987350229388,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4527,0,0,4461,4486,4486,4488,4488,4488,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,-0.265,-9.811,-0.004,0.014,-0.125,0,0,0.1919918250664527,0.800880184562917,0.424,0,-625,-625,259.0177274954345,260.9664157498552,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4555,0,0,4461,4514,4514,4516,4516,4516,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,-0.237,-9.905,-0.029,-0.057,-0.044,0,0,0.20923190731731783,0.800880184562917,0.453,0,-625,-625,256.9298472228408,259.15691951360736,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4583,0,0,4461,4542,4542,4544,4544,4544,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,-0.165,-9.89,0.042,0.006,-0.121,0,0,0.22020286874968656,0.800880184562917,0.456,0,-625,-625,255.67711905928462,257.90419135005124,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4607,0,0,4461,4570,4570,4572,4572,4572,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,-0.258,-9.783,0.036,-0.055,-0.08,0,0,0.22725562967049504,0.800880184562917,0.464,0,-625,-625,254.42439089572844,256.7906552046679,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4642,0,0,4461,4585,4585,4572,4572,4572,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158,-9.847,-0.006,0.072,0.044,0,0,0.22725562967049504,0.800880184562917,0.464,0,-625,-625,254.42439089572844,256.7906552046679,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
4672,0,0,4609,4620,4620,4609,4609,4609,0,0,0,0,0,0,0,0,2020-08-02T00:00:03.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,-0.193,-9.797,-0.119,-0.027,0.119,0,0,0.20374642660113348,0.800880184562917,0.424,0,-625,-625,255.67711905928462,258.3217674045699,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
