write_millis,ecu_millis,breakout_millis,gps_millis,imu_millis,accel_millis,analogx1_millis,analogx2_millis,analogx3_millis,thermo_millis,rpm,time,syncloss_count,syncloss_code,lat,lon,elev,unixtime,ground_speed,afr,fuelload,spark_advance,baro,map,mat,clnt_temp,tps,batt,oil_press,ltcl_timing,ve1,ve2,egt,maf,in_temp,ax,ay,az,imu_x,imu_y,imu_z,susp_pot_1_FL,susp_pot_2_FR,susp_pot_4_RL,susp_pot_3_RR,oil_temp,amb_air_temp,brake1,brake2,rad_in,rad_out,steering,thermo_1,thermo_2,thermo_3,thermo_4
16180,0,0,16097,16138,16138,16140,16140,16140,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.492,0.905,-4.783,-1.12,0.14,0.157,0,0,0.2217701489543107,0.800880184562917,0.417,0,-625,-625,253.8676228230368,254.84196695024718,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16209,0,0,16097,16167,16167,16169,16169,16169,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91,4.245,-12.218,-0.266,-0.025,-0.11,0,0,0.23039019007974323,0.800880184562917,0.432,0,-625,-625,252.4757026413077,252.3365106231348,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16418,0,0,16097,16196,16196,16198,16198,16198,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.723,-8.123,-4.403,0.686,-0.034,-0.164,0,0,0.23665931089823966,0.800880184562917,0.445,0,-625,-625,251.08378245957863,251.50135851409738,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16458,0,0,16308,16405,16405,16407,16407,16407,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.054,-2.054,2.341,-1.099,0.098,0.004,0,0,0.2209865088519986,0.801663824665229,0.412,0,-625,-625,254.00681484120975,255.25954300476587,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16493,0,0,16308,16436,16436,16425,16425,16425,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.348,2.988,-1.96,-1.088,0.223,0.074,0,0,0.2209865088519986,0.800880184562917,0.411,0,-625,-625,254.56358291390137,254.42439089572844,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16520,0,0,16460,16471,16471,16460,16460,16460,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.355,9.165,-14.006,0.274,-0.279,0.061,0,0,0.20688098701038168,0.801663824665229,0.373,0,-625,-625,254.98115896842006,256.09469511380337,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16549,0,0,16495,16506,16506,16509,16509,16509,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.729,-9.143,-10.257,0.46,0.095,0.112,0,0,0.211582827624254,0.801663824665229,0.383,0,-625,-625,254.70277493207425,255.25954300476587,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16578,0,0,16495,16536,16536,16538,16538,16538,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.535,-10.084,-4.992,0.975,0.134,0.014,0,0,0.2241210692612468,0.801663824665229,0.414,0,-625,-625,253.72843080486393,254.98115896842006,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16607,0,0,16495,16565,16565,16567,16567,16567,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,-5.487,-7.599,0.892,-0.168,0.021,0,0,0.23509203069361556,0.800880184562917,0.431,0,-625,-625,252.61489465948063,254.70277493207425,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16818,0,0,16495,16594,16594,16596,16596,16596,0,0,0,0,0,0,0,0,2020-08-08T02:40:59.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815,11.557,-18.977,-0.093,-0.138,0.014,0,0,0.2405775114097999,0.801663824665229,0.433,0,-625,-625,251.36216649592444,253.72843080486393,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16856,0,0,16706,16805,16805,16807,16807,16807,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.719,0.761,-16.951,-0.366,0.176,0.155,0,0,0.21471738803350218,0.800880184562917,0.402,0,-625,-625,255.25954300476587,254.56358291390137,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16891,0,0,16706,16834,16834,16823,16823,16823,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.374,-11.277,-7.944,0.677,0.068,-0.153,0,0,0.22333742915893479,0.800880184562917,0.416,0,-625,-625,254.56358291390137,256.3730791501492,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16918,0,0,16858,16869,16869,16858,16858,16858,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,-2.88,-2.844,-0.935,0.112,0.106,0,0,0.20453006670344553,0.801663824665229,0.385,0,-625,-625,255.120350986593,255.25954300476587,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16947,0,0,16893,16904,16904,16907,16907,16907,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933,-10.206,-4.359,1.024,-0.227,0.127,0,0,0.20688098701038168,0.801663824665229,0.386,0,-625,-625,255.67711905928462,257.06903924101374,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
16976,0,0,16893,16934,16934,16936,16936,16936,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-3.174,-12.218,0.792,-0.217,0.336,0,0,0.2217701489543107,0.801663824665229,0.406,0,-625,-625,254.98115896842006,256.09469511380337,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17007,0,0,16893,16963,16963,16965,16965,16965,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939,13.898,-17.677,0.038,-0.147,-0.089,0,0,0.23117383018205528,0.801663824665229,0.433,0,-625,-625,253.17166273217225,254.84196695024718,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17216,0,0,16893,16994,16994,16996,16996,16996,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81,16.815,-18.847,0.394,-0.178,0.029,0,0,0.23352475048899143,0.800880184562917,0.426,0,-625,-625,252.19731860496194,254.28519887755556,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17254,0,0,17106,17203,17203,17205,17205,17205,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.594,-1.328,-2.686,-1.003,0.247,0,0,0,0.21863558854506246,0.800880184562917,0.406,0,-625,-625,254.42439089572844,255.67711905928462,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17289,0,0,17106,17232,17232,17221,17221,17221,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.839,2.564,-8.511,-0.767,0.106,-0.01,0,0,0.22020286874968656,0.800880184562917,0.41,0,-625,-625,254.70277493207425,256.51227116832206,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17316,0,0,17256,17267,17267,17256,17256,17256,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.655,21.096,-25.305,0.383,-0.232,-0.068,0,0,0.20766462711269373,0.800880184562917,0.385,0,-625,-625,255.120350986593,256.09469511380337,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17345,0,0,17291,17302,17302,17305,17305,17305,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.822,3.433,-14.631,-0.091,0.191,0.019,0,0,0.20923190731731783,0.800880184562917,0.387,0,-625,-625,254.84196695024718,255.53792704111174,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17376,0,0,17291,17332,17332,17334,17334,17334,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.684,-3.814,-9.761,0.021,0.087,-0.093,0,0,0.2225537890566227,0.800880184562917,0.416,0,-625,-625,253.72843080486393,254.00681484120975,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17405,0,0,17291,17363,17363,17365,17365,17365,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.192,6.55,-9.869,-0.69,0.191,0.072,0,0,0.23509203069361556,0.800880184562917,0.424,0,-625,-625,252.3365106231348,253.03247071399937,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17614,0,0,17291,17392,17392,17394,17394,17394,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.755,-2.679,-7.728,0.236,0,-0.14,0,0,0.23822659110286376,0.801663824665229,0.432,0,-625,-625,251.2229744777515,251.64055053227025,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17652,0,0,17504,17601,17601,17603,17603,17603,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-12.526,-7.793,0.824,-0.138,0.183,0,0,0.21706830834043836,0.801663824665229,0.409,0,-625,-625,255.53792704111174,257.2082312591866,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17679,0,0,17504,17630,17630,17619,17619,17619,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.076,20.765,-24.019,-0.155,-0.17,-0.038,0,0,0.22725562967049504,0.801663824665229,0.405,0,-625,-625,254.28519887755556,255.3987350229388,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17708,0,0,17654,17665,17665,17668,17668,17668,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.889,-17.231,-10.925,0.513,0.189,0.091,0,0,0.22020286874968656,0.801663824665229,0.401,0,-625,-625,253.45004676851806,254.42439089572844,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17739,0,0,17654,17695,17695,17697,17697,17697,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458,-29.133,-9.718,0.856,-0.134,-0.183,0,0,0.23587567079592758,0.800880184562917,0.419,0,-625,-625,252.75408667765356,254.00681484120975,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17768,0,0,17654,17726,17726,17728,17728,17728,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782,-4.726,-12.009,-0.409,0.202,0.24,0,0,0.22960654997743118,0.800880184562917,0.435,0,-625,-625,251.08378245957863,250.52701438688695,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
17792,0,0,17654,17755,17755,17757,17757,17757,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,2.514,-20.758,0.483,0.185,-0.063,0,0,0.23822659110286376,0.801663824665229,0.434,0,-625,-625,250.80539842323282,250.66620640505988,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18004,0,0,17654,17771,17770,17757,17757,17757,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.739,7.326,-15.91,-0.892,0.202,0.095,0,0,0.23822659110286376,0.801663824665229,0.434,0,-625,-625,250.80539842323282,250.66620640505988,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18028,0,0,17654,17991,17991,17993,17993,17993,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72,1.996,-15.881,-0.521,0.251,0.04,0,0,0.23430839059130348,0.801663824665229,0.407,0,-625,-625,249.6918622778495,242.59306935103115,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18067,0,0,17654,18007,18006,17993,17993,17993,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237,9.775,-24.285,0.626,-0.095,-0.083,0,0,0.23430839059130348,0.801663824665229,0.407,0,-625,-625,249.6918622778495,242.59306935103115,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18103,0,0,17654,18045,18045,18034,18034,18034,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.015,1.766,-2.815,-0.622,-0.132,-0.061,0,0,0.22333742915893479,0.801663824665229,0.363,0,-625,-625,250.38782236871407,244.68094962362483,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18130,0,0,17654,18081,18081,18070,18070,18070,0,0,0,0,0,0,0,0,2020-08-08T02:41:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.691,-2.255,-9.682,0.308,0.014,-0.157,0,0,0.20374642660113348,0.800880184562917,0.351,0,-625,-625,252.75408667765356,248.43913411429332,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18159,0,0,18105,18116,18116,18119,18119,18119,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.727,3.964,-8.188,-0.4,-0.066,-0.046,0,0,0.2084482672150058,0.801663824665229,0.394,0,-625,-625,253.17166273217225,250.10943833236826,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18188,0,0,18105,18146,18146,18148,18148,18148,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.388,0.603,-9.725,-0.79,0.07,0.066,0,0,0.2225537890566227,0.800880184562917,0.427,0,-625,-625,252.05812658678894,248.57832613246626,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18412,0,0,18105,18175,18175,18177,18177,18177,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.589,-0.294,-4.927,-1.033,0.153,-0.012,0,0,0.23195747028436733,0.800880184562917,0.44,0,-625,-625,251.08378245957863,247.8823660416017,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18442,0,0,18311,18390,18390,18379,18379,18379,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.595,2.083,-10.838,-0.347,-0.049,-0.046,0,0,0.18102086363408396,0.800880184562917,0.332,0,-625,-625,257.62580731370537,254.70277493207425,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18471,0,0,18417,18428,18428,18431,18431,18431,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.691,5.746,-10.199,-1.031,0.057,0.196,0,0,0.19904458598726116,0.800880184562917,0.382,0,-625,-625,257.06903924101374,255.9555030956305,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18500,0,0,18417,18458,18458,18460,18460,18460,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,8.073,-11.822,-0.856,0.151,-0.014,0,0,0.21706830834043836,0.800880184562917,0.406,0,-625,-625,255.25954300476587,254.00681484120975,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18529,0,0,18417,18487,18487,18489,18489,18489,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.569,-1.35,-11.456,0.042,0.161,-0.117,0,0,0.22882290987511913,0.800880184562917,0.419,0,-625,-625,254.00681484120975,252.05812658678894,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18553,0,0,18417,18516,18516,18518,18518,18518,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.505,-12.311,-3.138,0.899,-0.036,-0.025,0,0,0.23665931089823966,0.801663824665229,0.42,0,-625,-625,252.75408667765356,252.19731860496194,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18589,0,0,18417,18532,18531,18518,18518,18518,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,8.195,-9.172,-0.66,0.002,0.066,0,0,0.23665931089823966,0.801663824665229,0.42,0,-625,-625,252.75408667765356,252.19731860496194,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18805,0,0,18556,18567,18567,18556,18556,18556,0,0,0,0,0,0,0,0,2020-08-08T02:41:01.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.177,-11.779,-8.82,0.918,-0.027,-0.076,0,0,0.21393374793119016,0.801663824665229,0.39,0,-625,-625,253.589238786691,251.64055053227025,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18829,0,0,18773,18784,18784,18794,18794,18794,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.876,-1.17,-1.022,0.019,-0.055,0,0,0.18180450373639603,0.801663824665229,0.356,0,-625,-625,257.7649993318783,254.84196695024718,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18853,0,0,18773,18808,18807,18794,18794,18794,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.858,-0.797,-15.55,0.534,-0.121,-0.059,0,0,0.18180450373639603,0.801663824665229,0.356,0,-625,-625,257.7649993318783,254.84196695024718,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18878,0,0,18773,18842,18842,18842,18842,18842,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.206,-3.735,-14.459,0.236,0.074,-0.07,0,0,0.19747730578263706,0.800880184562917,0.383,0,-625,-625,257.4866152955325,256.3730791501492,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18903,0,0,18773,18867,18867,18867,18867,18867,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.469,11.499,-18.56,-0.325,0.036,-0.11,0,0,0.21628466823812628,0.801663824665229,0.422,0,-625,-625,255.67711905928462,255.120350986593,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18928,0,0,18773,18892,18892,18892,18892,18892,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19,-6.471,-12.167,0.85,-0.008,-0.198,0,0,0.23039019007974323,0.801663824665229,0.437,0,-625,-625,253.8676228230368,254.28519887755556,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18956,0,0,18773,18917,18917,18917,18917,18917,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,2.276,-5.559,-0.918,0.034,-0.102,0,0,0.23744295100055168,0.800880184562917,0.438,0,-625,-625,252.19731860496194,251.64055053227025,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
18981,0,0,18773,18945,18945,18945,18945,18945,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.589,4.963,-11.973,-0.547,0.031,0.127,0,0,0.2390102312051758,0.801663824665229,0.448,0,-625,-625,251.36216649592444,250.10943833236826,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19199,0,0,18773,18970,18970,18970,18970,18970,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.167,15.364,-18.948,0.078,-0.08,-0.006,0,0,0.24449571192136016,0.801663824665229,0.444,0,-625,-625,250.52701438688695,251.08378245957863,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19223,0,0,18773,19185,19185,19188,19188,19188,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193,14.48,-18.689,0.323,-0.161,-0.11,0,0,0.22490470936355889,0.801663824665229,0.409,0,-625,-625,252.4757026413077,253.72843080486393,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19252,0,0,18773,19202,19201,19188,19188,19188,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215,-2.37,-3.117,-1.046,0.127,-0.189,0,0,0.22490470936355889,0.801663824665229,0.409,0,-625,-625,252.4757026413077,253.72843080486393,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19281,0,0,18773,19238,19238,19241,19241,19241,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.55,-15.206,-2.355,1.046,-0.196,-0.053,0,0,0.21706830834043836,0.800880184562917,0.383,0,-625,-625,252.75408667765356,254.14600685938262,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19312,0,0,18773,19268,19268,19270,19270,19270,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,-10.874,-1.551,0.754,-0.155,0.117,0,0,0.22725562967049504,0.801663824665229,0.419,0,-625,-625,251.91893456861612,253.589238786691,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19341,0,0,18773,19299,19299,19301,19301,19301,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215,-13.747,0.969,0.982,-0.155,0.161,0,0,0.23509203069361556,0.801663824665229,0.432,0,-625,-625,250.80539842323282,252.3365106231348,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19365,0,0,18773,19328,19328,19330,19330,19330,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.362,17.432,-16.355,-0.061,-0.249,-0.004,0,0,0.23979387130748783,0.801663824665229,0.432,0,-625,-625,250.10943833236826,252.05812658678894,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19402,0,0,18773,19344,19343,19330,19330,19330,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58,-1.874,-11.269,0.17,0.157,-0.089,0,0,0.23979387130748783,0.801663824665229,0.432,0,-625,-625,250.10943833236826,252.05812658678894,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19616,0,0,18773,19380,19380,19369,19369,19369,0,0,0,0,0,0,0,0,2020-08-08T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,7.75,-16.434,0.323,-0.227,0.014,0,0,0.21628466823812628,0.801663824665229,0.385,0,-625,-625,252.05812658678894,252.4757026413077,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19643,0,0,19583,19594,19594,19583,19583,19583,0,0,0,0,0,0,0,0,2026-05-02T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995,10.214,-13.805,-0.901,0.017,-0.002,0,0,0.18023722353177188,0.800880184562917,0.33,0,-625,-625,256.65146318649505,256.7906552046679,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19674,0,0,19618,19629,19629,19632,19632,19632,0,0,0,0,0,0,0,0,2026-05-02T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.624,-14.222,-2.197,0.956,0.049,0.029,0,0,0.20061186619188529,0.800880184562917,0.378,0,-625,-625,255.8163110774576,255.8163110774576,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19703,0,0,19618,19661,19661,19663,19663,19663,0,0,0,0,0,0,0,0,2026-05-02T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.141,-7.613,-16.987,0.588,0.027,-0.129,0,0,0.21628466823812628,0.801663824665229,0.418,0,-625,-625,254.42439089572844,253.589238786691,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19732,0,0,19618,19690,19690,19692,19692,19692,0,0,0,0,0,0,0,0,2026-05-02T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.29,-16.391,-3.167,1.035,-0.215,-0.051,0,0,0.22882290987511913,0.8000965444606049,0.417,0,-625,-625,253.589238786691,255.120350986593,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19756,0,0,19618,19719,19719,19721,19721,19721,0,0,0,0,0,0,0,0,2026-05-02T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.124,10.594,-17.325,0.396,-0.351,-0.04,0,0,0.23509203069361556,0.801663824665229,0.418,0,-625,-625,252.4757026413077,254.14600685938262,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
19792,0,0,19618,19735,19734,19721,19721,19721,0,0,0,0,0,0,0,0,2026-05-02T02:41:02.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111,6.557,-10.975,-0.732,0.238,-0.004,0,0,0.23509203069361556,0.801663824665229,0.418,0,-625,-625,252.4757026413077,254.14600685938262,0,307.87412587412587,307.87412587412587,307.87412587412587,307.87412587412587
